title,titleSlug,difficulty,acRate,paidOnly,status,topicTags,url
House Robber,house-robber,Medium,52.32763901358537,False,,array;dynamic-programming,https://leetcode.com/problems/house-robber/
Binary Tree Right Side View,binary-tree-right-side-view,Medium,67.14500608003337,False,,tree;depth-first-search;breadth-first-search;binary-tree,https://leetcode.com/problems/binary-tree-right-side-view/
Number of Islands,number-of-islands,Medium,62.38049032326152,False,,array;depth-first-search;breadth-first-search;union-find;matrix,https://leetcode.com/problems/number-of-islands/
Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium,47.76873634089795,False,,bit-manipulation,https://leetcode.com/problems/bitwise-and-of-numbers-range/
Happy Number,happy-number,Easy,58.112894596860855,False,,hash-table;math;two-pointers,https://leetcode.com/problems/happy-number/
Remove Linked List Elements,remove-linked-list-elements,Easy,51.99076237164888,False,,linked-list;recursion,https://leetcode.com/problems/remove-linked-list-elements/
Count Primes,count-primes,Medium,34.83054710430326,False,,array;math;enumeration;number-theory,https://leetcode.com/problems/count-primes/
Isomorphic Strings,isomorphic-strings,Easy,46.90321811971394,False,,hash-table;string,https://leetcode.com/problems/isomorphic-strings/
Reverse Linked List,reverse-linked-list,Easy,79.25152368837013,False,,linked-list;recursion,https://leetcode.com/problems/reverse-linked-list/
Course Schedule,course-schedule,Medium,49.29840328663905,False,,depth-first-search;breadth-first-search;graph;topological-sort,https://leetcode.com/problems/course-schedule/
Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium,67.98580452560928,False,,hash-table;string;design;trie,https://leetcode.com/problems/implement-trie-prefix-tree/
Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium,49.4503860025535,False,,array;binary-search;sliding-window;prefix-sum,https://leetcode.com/problems/minimum-size-subarray-sum/
Course Schedule II,course-schedule-ii,Medium,53.48903214878785,False,,depth-first-search;breadth-first-search;graph;topological-sort,https://leetcode.com/problems/course-schedule-ii/
Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium,47.105817928627715,False,,string;depth-first-search;design;trie,https://leetcode.com/problems/design-add-and-search-words-data-structure/
Word Search II,word-search-ii,Hard,37.35201581305044,False,,array;string;backtracking;trie;matrix,https://leetcode.com/problems/word-search-ii/
House Robber II,house-robber-ii,Medium,43.60778103822868,False,,array;dynamic-programming,https://leetcode.com/problems/house-robber-ii/
Shortest Palindrome,shortest-palindrome,Hard,40.693357880986596,False,,string;rolling-hash;string-matching;hash-function,https://leetcode.com/problems/shortest-palindrome/
Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium,68.01768843647875,False,,array;divide-and-conquer;sorting;heap-priority-queue;quickselect,https://leetcode.com/problems/kth-largest-element-in-an-array/
Combination Sum III,combination-sum-iii,Medium,71.94175875260692,False,,array;backtracking,https://leetcode.com/problems/combination-sum-iii/
Contains Duplicate,contains-duplicate,Easy,63.26073561818604,False,,array;hash-table;sorting,https://leetcode.com/problems/contains-duplicate/
The Skyline Problem,the-skyline-problem,Hard,43.99181834431998,False,,array;divide-and-conquer;binary-indexed-tree;segment-tree;line-sweep;heap-priority-queue;ordered-set,https://leetcode.com/problems/the-skyline-problem/
Contains Duplicate II,contains-duplicate-ii,Easy,49.103613852640635,False,,array;hash-table;sliding-window,https://leetcode.com/problems/contains-duplicate-ii/
Contains Duplicate III,contains-duplicate-iii,Hard,23.650154025476645,False,,array;sliding-window;sorting;bucket-sort;ordered-set,https://leetcode.com/problems/contains-duplicate-iii/
Maximal Square,maximal-square,Medium,48.80562585703081,False,,array;dynamic-programming;matrix,https://leetcode.com/problems/maximal-square/
Count Complete Tree Nodes,count-complete-tree-nodes,Easy,70.05277328100377,False,,binary-search;bit-manipulation;tree;binary-tree,https://leetcode.com/problems/count-complete-tree-nodes/
Rectangle Area,rectangle-area,Medium,47.39747365714783,False,,math;geometry,https://leetcode.com/problems/rectangle-area/
Basic Calculator,basic-calculator,Hard,45.6468901296238,False,,math;string;stack;recursion,https://leetcode.com/problems/basic-calculator/
Implement Stack using Queues,implement-stack-using-queues,Easy,67.43363736608805,False,,stack;design;queue,https://leetcode.com/problems/implement-stack-using-queues/
Invert Binary Tree,invert-binary-tree,Easy,79.05214393870045,False,,tree;depth-first-search;breadth-first-search;binary-tree,https://leetcode.com/problems/invert-binary-tree/
Basic Calculator II,basic-calculator-ii,Medium,45.84703484052181,False,,math;string;stack,https://leetcode.com/problems/basic-calculator-ii/
Summary Ranges,summary-ranges,Easy,53.04496051169515,False,,array,https://leetcode.com/problems/summary-ranges/
Majority Element II,majority-element-ii,Medium,54.44253947778319,False,,array;hash-table;sorting;counting,https://leetcode.com/problems/majority-element-ii/
Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,Medium,75.3795440108974,False,,tree;depth-first-search;binary-search-tree;binary-tree,https://leetcode.com/problems/kth-smallest-element-in-a-bst/
Power of Two,power-of-two,Easy,48.40047589380679,False,,math;bit-manipulation;recursion,https://leetcode.com/problems/power-of-two/
Implement Queue using Stacks,implement-queue-using-stacks,Easy,68.10973850345971,False,,stack;design;queue,https://leetcode.com/problems/implement-queue-using-stacks/
Number of Digit One,number-of-digit-one,Hard,36.0240691336909,False,,math;dynamic-programming;recursion,https://leetcode.com/problems/number-of-digit-one/
Palindrome Linked List,palindrome-linked-list,Easy,55.92840045932813,False,,linked-list;two-pointers;stack;recursion,https://leetcode.com/problems/palindrome-linked-list/
Lowest Common Ancestor of a Binary Search Tree,lowest-common-ancestor-of-a-binary-search-tree,Medium,68.38882559423037,False,,tree;depth-first-search;binary-search-tree;binary-tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/
Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,Medium,66.847514457895,False,,tree;depth-first-search;binary-tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/
Delete Node in a Linked List,delete-node-in-a-linked-list,Medium,82.37112149784495,False,,linked-list,https://leetcode.com/problems/delete-node-in-a-linked-list/
Product of Array Except Self,product-of-array-except-self,Medium,67.79866599130882,False,,array;prefix-sum,https://leetcode.com/problems/product-of-array-except-self/
Sliding Window Maximum,sliding-window-maximum,Hard,47.63306022580604,False,,array;queue;sliding-window;heap-priority-queue;monotonic-queue,https://leetcode.com/problems/sliding-window-maximum/
Search a 2D Matrix II,search-a-2d-matrix-ii,Medium,55.29091846558371,False,,array;binary-search;divide-and-conquer;matrix,https://leetcode.com/problems/search-a-2d-matrix-ii/
Different Ways to Add Parentheses,different-ways-to-add-parentheses,Medium,72.37608332538929,False,,math;string;dynamic-programming;recursion;memoization,https://leetcode.com/problems/different-ways-to-add-parentheses/
Valid Anagram,valid-anagram,Easy,66.70284563995264,False,,hash-table;string;sorting,https://leetcode.com/problems/valid-anagram/
Shortest Word Distance,shortest-word-distance,Easy,65.95462235666612,True,,array;string,https://leetcode.com/problems/shortest-word-distance/
Shortest Word Distance II,shortest-word-distance-ii,Medium,62.136356910328495,True,,array;hash-table;two-pointers;string;design,https://leetcode.com/problems/shortest-word-distance-ii/
Shortest Word Distance III,shortest-word-distance-iii,Medium,59.10663876988475,True,,array;string,https://leetcode.com/problems/shortest-word-distance-iii/
Strobogrammatic Number,strobogrammatic-number,Easy,47.60361774398948,True,,hash-table;two-pointers;string,https://leetcode.com/problems/strobogrammatic-number/
Strobogrammatic Number II,strobogrammatic-number-ii,Medium,53.2172392237772,True,,array;string;recursion,https://leetcode.com/problems/strobogrammatic-number-ii/
Strobogrammatic Number III,strobogrammatic-number-iii,Hard,42.46918573948607,True,,array;string;recursion,https://leetcode.com/problems/strobogrammatic-number-iii/
Group Shifted Strings,group-shifted-strings,Medium,67.39493286166264,True,,array;hash-table;string,https://leetcode.com/problems/group-shifted-strings/
Count Univalue Subtrees,count-univalue-subtrees,Medium,57.17826931077521,True,,tree;depth-first-search;binary-tree,https://leetcode.com/problems/count-univalue-subtrees/
Flatten 2D Vector,flatten-2d-vector,Medium,50.14626940951832,True,,array;two-pointers;design;iterator,https://leetcode.com/problems/flatten-2d-vector/
Meeting Rooms,meeting-rooms,Easy,58.95472557098849,True,,array;sorting,https://leetcode.com/problems/meeting-rooms/
Meeting Rooms II,meeting-rooms-ii,Medium,52.151467749565775,True,,array;two-pointers;greedy;sorting;heap-priority-queue;prefix-sum,https://leetcode.com/problems/meeting-rooms-ii/
Factor Combinations,factor-combinations,Medium,50.24853206741318,True,,backtracking,https://leetcode.com/problems/factor-combinations/
Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,Medium,51.34071368616865,True,,array;stack;tree;binary-search-tree;recursion;monotonic-stack;binary-tree,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/
Paint House,paint-house,Medium,63.74157544065869,True,,array;dynamic-programming,https://leetcode.com/problems/paint-house/
Binary Tree Paths,binary-tree-paths,Easy,66.62487162772265,False,,string;backtracking;tree;depth-first-search;binary-tree,https://leetcode.com/problems/binary-tree-paths/
Add Digits,add-digits,Easy,67.9376852063887,False,,math;simulation;number-theory,https://leetcode.com/problems/add-digits/
3Sum Smaller,3sum-smaller,Medium,50.997586757758064,True,,array;two-pointers;binary-search;sorting,https://leetcode.com/problems/3sum-smaller/
Single Number III,single-number-iii,Medium,70.580034692316,False,,array;bit-manipulation,https://leetcode.com/problems/single-number-iii/
Graph Valid Tree,graph-valid-tree,Medium,49.35047967639833,True,,depth-first-search;breadth-first-search;union-find;graph,https://leetcode.com/problems/graph-valid-tree/
Trips and Users,trips-and-users,Hard,37.05056929336885,False,,database,https://leetcode.com/problems/trips-and-users/
Ugly Number,ugly-number,Easy,42.34678692875672,False,,math,https://leetcode.com/problems/ugly-number/
Ugly Number II,ugly-number-ii,Medium,49.26229508196721,False,,hash-table;math;dynamic-programming;heap-priority-queue,https://leetcode.com/problems/ugly-number-ii/
Paint House II,paint-house-ii,Hard,56.426672565139214,True,,array;dynamic-programming,https://leetcode.com/problems/paint-house-ii/
Palindrome Permutation,palindrome-permutation,Easy,68.51411013034227,True,,hash-table;string;bit-manipulation,https://leetcode.com/problems/palindrome-permutation/
Palindrome Permutation II,palindrome-permutation-ii,Medium,42.13133443538734,True,,hash-table;string;backtracking,https://leetcode.com/problems/palindrome-permutation-ii/
Missing Number,missing-number,Easy,70.12822303758645,False,,array;hash-table;math;binary-search;bit-manipulation;sorting,https://leetcode.com/problems/missing-number/
Alien Dictionary,alien-dictionary,Hard,36.68268836431044,True,,array;string;depth-first-search;breadth-first-search;graph;topological-sort,https://leetcode.com/problems/alien-dictionary/
Closest Binary Search Tree Value,closest-binary-search-tree-value,Easy,49.739108575939255,True,,binary-search;tree;depth-first-search;binary-search-tree;binary-tree,https://leetcode.com/problems/closest-binary-search-tree-value/
Encode and Decode Strings,encode-and-decode-strings,Medium,49.73655878121516,True,,array;string;design,https://leetcode.com/problems/encode-and-decode-strings/
Closest Binary Search Tree Value II,closest-binary-search-tree-value-ii,Hard,60.27394727231542,True,,two-pointers;stack;tree;depth-first-search;binary-search-tree;heap-priority-queue;binary-tree,https://leetcode.com/problems/closest-binary-search-tree-value-ii/
Integer to English Words,integer-to-english-words,Hard,34.36993272165093,False,,math;string;recursion,https://leetcode.com/problems/integer-to-english-words/
H-Index,h-index,Medium,40.320234340935414,False,,array;sorting;counting-sort,https://leetcode.com/problems/h-index/
H-Index II,h-index-ii,Medium,38.84167453572553,False,,array;binary-search,https://leetcode.com/problems/h-index-ii/
Paint Fence,paint-fence,Medium,47.759689083941154,True,,dynamic-programming,https://leetcode.com/problems/paint-fence/
Find the Celebrity,find-the-celebrity,Medium,48.44806079197587,True,,two-pointers;graph;interactive,https://leetcode.com/problems/find-the-celebrity/
First Bad Version,first-bad-version,Easy,45.95047540307858,False,,binary-search;interactive,https://leetcode.com/problems/first-bad-version/
Perfect Squares,perfect-squares,Medium,55.694966273182324,False,,math;dynamic-programming;breadth-first-search,https://leetcode.com/problems/perfect-squares/
Wiggle Sort,wiggle-sort,Medium,68.23107107821279,True,,array;greedy;sorting,https://leetcode.com/problems/wiggle-sort/
Zigzag Iterator,zigzag-iterator,Medium,65.78172012134984,True,,array;design;queue;iterator,https://leetcode.com/problems/zigzag-iterator/
Expression Add Operators,expression-add-operators,Hard,41.71901023078753,False,,math;string;backtracking,https://leetcode.com/problems/expression-add-operators/
